dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash
UT_HAR,autocorrelation__lda__small__frac_0.80,autocorrelation__lda__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__lda__small__frac_1.00,autocorrelation__lda__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__large__frac_0.20,autocorrelation__linear_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",linear_svm,linear_svm,large,{'C': 10.0},0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__large__frac_0.40,autocorrelation__linear_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",linear_svm,linear_svm,large,{'C': 10.0},0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__large__frac_0.60,autocorrelation__linear_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",linear_svm,linear_svm,large,{'C': 10.0},0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__large__frac_0.80,autocorrelation__linear_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",linear_svm,linear_svm,large,{'C': 10.0},0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__large__frac_1.00,autocorrelation__linear_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",linear_svm,linear_svm,large,{'C': 10.0},1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__medium__frac_0.20,autocorrelation__linear_svm__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",linear_svm,linear_svm,medium,{'C': 1.0},0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__medium__frac_0.40,autocorrelation__linear_svm__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",linear_svm,linear_svm,medium,{'C': 1.0},0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__medium__frac_0.60,autocorrelation__linear_svm__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",linear_svm,linear_svm,medium,{'C': 1.0},0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__medium__frac_0.80,autocorrelation__linear_svm__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",linear_svm,linear_svm,medium,{'C': 1.0},0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__medium__frac_1.00,autocorrelation__linear_svm__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",linear_svm,linear_svm,medium,{'C': 1.0},1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__small__frac_0.20,autocorrelation__linear_svm__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",linear_svm,linear_svm,small,{'C': 0.1},0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__small__frac_0.40,autocorrelation__linear_svm__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",linear_svm,linear_svm,small,{'C': 0.1},0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__small__frac_0.60,autocorrelation__linear_svm__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",linear_svm,linear_svm,small,{'C': 0.1},0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__small__frac_0.80,autocorrelation__linear_svm__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",linear_svm,linear_svm,small,{'C': 0.1},0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__linear_svm__small__frac_1.00,autocorrelation__linear_svm__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",linear_svm,linear_svm,small,{'C': 0.1},1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__large__frac_0.20,autocorrelation__logistic_regression__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__large__frac_0.40,autocorrelation__logistic_regression__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__large__frac_0.60,autocorrelation__logistic_regression__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__large__frac_0.80,autocorrelation__logistic_regression__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__large__frac_1.00,autocorrelation__logistic_regression__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__medium__frac_0.20,autocorrelation__logistic_regression__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__medium__frac_0.40,autocorrelation__logistic_regression__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__medium__frac_0.60,autocorrelation__logistic_regression__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__medium__frac_0.80,autocorrelation__logistic_regression__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__medium__frac_1.00,autocorrelation__logistic_regression__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__small__frac_0.20,autocorrelation__logistic_regression__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__small__frac_0.40,autocorrelation__logistic_regression__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__small__frac_0.60,autocorrelation__logistic_regression__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__small__frac_0.80,autocorrelation__logistic_regression__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__logistic_regression__small__frac_1.00,autocorrelation__logistic_regression__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__large__frac_0.20,autocorrelation__random_forest__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__large__frac_0.40,autocorrelation__random_forest__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__large__frac_0.60,autocorrelation__random_forest__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__large__frac_0.80,autocorrelation__random_forest__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__large__frac_1.00,autocorrelation__random_forest__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__medium__frac_0.20,autocorrelation__random_forest__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__medium__frac_0.40,autocorrelation__random_forest__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__medium__frac_0.60,autocorrelation__random_forest__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__medium__frac_0.80,autocorrelation__random_forest__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__medium__frac_1.00,autocorrelation__random_forest__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__small__frac_0.20,autocorrelation__random_forest__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__small__frac_0.40,autocorrelation__random_forest__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__small__frac_0.60,autocorrelation__random_forest__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__small__frac_0.80,autocorrelation__random_forest__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.8,3407,8a3568eb591e
UT_HAR,autocorrelation__random_forest__small__frac_1.00,autocorrelation__random_forest__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",1.0,3407,8a3568eb591e
UT_HAR,autocorrelation__rbf_svm__large__frac_0.20,autocorrelation__rbf_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.2,3407,8a3568eb591e
UT_HAR,autocorrelation__rbf_svm__large__frac_0.40,autocorrelation__rbf_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.4,3407,8a3568eb591e
UT_HAR,autocorrelation__rbf_svm__large__frac_0.60,autocorrelation__rbf_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.6,3407,8a3568eb591e
UT_HAR,autocorrelation__rbf_svm__large__frac_0.80,autocorrelation__rbf_svm__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.8,3407,8a3568eb591e
