timestamp,dataset,model_name,configuration_id,run_id,base_configuration_id,feature_family,classifier_family,architecture_family,model_group,is_classical,train_seed,train_fraction,model_size,param_count,train_time_sec,best_val_acc,model_params,clean_accuracy,clean_macro_f1,clean_balanced_accuracy
2026-06-20T12:49:15+0000,UT_HAR,deep__CNN__small__seed123,deep__CNN__small__seed123,deep__CNN__small__seed123,deep__CNN__small,deep,deep,CNN,CNN,False,123,1.0,small,5127,18.426599740982056,0.7353433835845896,"{""blocks"": 2, ""channels"": [16, 32]}",0.6967871485943775,0.5413336524190788,0.5523599805179008
2026-06-20T12:50:20+0000,UT_HAR,deep__CNN__small__seed2026,deep__CNN__small__seed2026,deep__CNN__small__seed2026,deep__CNN__small,deep,deep,CNN,CNN,False,2026,1.0,small,5127,18.826626539230347,0.6968174204355109,"{""blocks"": 2, ""channels"": [16, 32]}",0.679718875502008,0.5442410753290668,0.5617475916041583
2026-06-20T12:51:38+0000,UT_HAR,deep__CNN__medium__seed42,deep__CNN__medium__seed42,deep__CNN__medium__seed42,deep__CNN__medium,deep,deep,CNN,CNN,False,42,1.0,medium,75271,27.603151082992554,0.9212730318257957,"{""blocks"": 3, ""channels"": [32, 64, 96]}",0.9367469879518072,0.9123518195880139,0.9134199282971801
2026-06-20T12:53:21+0000,UT_HAR,deep__CNN__medium__seed123,deep__CNN__medium__seed123,deep__CNN__medium__seed123,deep__CNN__medium,deep,deep,CNN,CNN,False,123,1.0,medium,75271,26.659178733825684,0.9380234505862647,"{""blocks"": 3, ""channels"": [32, 64, 96]}",0.929718875502008,0.8916650577943281,0.8976301355793999
2026-06-20T12:54:43+0000,UT_HAR,deep__CNN__medium__seed2026,deep__CNN__medium__seed2026,deep__CNN__medium__seed2026,deep__CNN__medium,deep,deep,CNN,CNN,False,2026,1.0,medium,75271,18.873419523239136,0.9112227805695142,"{""blocks"": 3, ""channels"": [32, 64, 96]}",0.927710843373494,0.8891322185477517,0.8887879701669956
2026-06-20T12:56:11+0000,UT_HAR,deep__CNN__large__seed42,deep__CNN__large__seed42,deep__CNN__large__seed42,deep__CNN__large,deep,deep,CNN,CNN,False,42,1.0,large,316231,30.671075582504272,0.983249581239531,"{""blocks"": 4, ""channels"": [32, 64, 128, 192]}",0.9819277108433735,0.9678334729998262,0.9711629279811099
2026-06-20T12:57:45+0000,UT_HAR,deep__CNN__large__seed123,deep__CNN__large__seed123,deep__CNN__large__seed123,deep__CNN__large,deep,deep,CNN,CNN,False,123,1.0,large,316231,30.166162729263306,0.9949748743718593,"{""blocks"": 4, ""channels"": [32, 64, 128, 192]}",0.9919678714859438,0.9853667416509753,0.9852410629608841
2026-06-20T12:59:19+0000,UT_HAR,deep__CNN__large__seed2026,deep__CNN__large__seed2026,deep__CNN__large__seed2026,deep__CNN__large,deep,deep,CNN,CNN,False,2026,1.0,large,316231,29.908510208129883,0.9916247906197655,"{""blocks"": 4, ""channels"": [32, 64, 128, 192]}",0.9839357429718876,0.9740772360042947,0.9715716704376864
2026-06-20T13:01:06+0000,UT_HAR,deep__GRU__small__seed42,deep__GRU__small__seed42,deep__GRU__small__seed42,deep__GRU__small,deep,deep,GRU,GRU,False,42,1.0,small,30407,12.30008053779602,0.9447236180904522,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.9497991967871486,0.9315647513758122,0.9351105334248209
2026-06-20T13:02:22+0000,UT_HAR,deep__GRU__small__seed123,deep__GRU__small__seed123,deep__GRU__small__seed123,deep__GRU__small,deep,deep,GRU,GRU,False,123,1.0,small,30407,13.267920732498169,0.949748743718593,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.9518072289156626,0.9338877953307758,0.9355090562083114
2026-06-20T13:03:24+0000,UT_HAR,deep__GRU__small__seed2026,deep__GRU__small__seed2026,deep__GRU__small__seed2026,deep__GRU__small,deep,deep,GRU,GRU,False,2026,1.0,small,30407,13.246767044067383,0.9346733668341709,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.9397590361445783,0.9177885236858281,0.9223298139250407
2026-06-20T13:04:23+0000,UT_HAR,deep__GRU__medium__seed42,deep__GRU__medium__seed42,deep__GRU__medium__seed42,deep__GRU__medium,deep,deep,GRU,GRU,False,42,1.0,medium,85383,12.335926294326782,0.9564489112227805,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.9578313253012049,0.9358948459331862,0.937579441581215
2026-06-20T13:05:42+0000,UT_HAR,deep__GRU__medium__seed123,deep__GRU__medium__seed123,deep__GRU__medium__seed123,deep__GRU__medium,deep,deep,GRU,GRU,False,123,1.0,medium,85383,12.886008739471436,0.9514237855946399,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.9568273092369478,0.9381548570746723,0.9412147906222073
2026-06-20T13:06:43+0000,UT_HAR,deep__GRU__medium__seed2026,deep__GRU__medium__seed2026,deep__GRU__medium__seed2026,deep__GRU__medium,deep,deep,GRU,GRU,False,2026,1.0,medium,85383,13.282981872558594,0.948073701842546,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.9568273092369478,0.9410070391085279,0.9399164119020701
2026-06-20T13:08:04+0000,UT_HAR,deep__GRU__large__seed42,deep__GRU__large__seed42,deep__GRU__large__seed42,deep__GRU__large,deep,deep,GRU,GRU,False,42,1.0,large,387271,33.870617151260376,0.9865996649916248,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.9738955823293173,0.9608455079284817,0.9610268067305127
2026-06-20T13:10:06+0000,UT_HAR,deep__GRU__large__seed123,deep__GRU__large__seed123,deep__GRU__large__seed123,deep__GRU__large,deep,deep,GRU,GRU,False,123,1.0,large,387271,31.07640504837036,0.9798994974874372,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.964859437751004,0.9498205720402197,0.952272640664603
2026-06-20T13:12:09+0000,UT_HAR,deep__GRU__large__seed2026,deep__GRU__large__seed2026,deep__GRU__large__seed2026,deep__GRU__large,deep,deep,GRU,GRU,False,2026,1.0,large,387271,31.1511869430542,0.9581239530988275,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.9578313253012049,0.9401979330830843,0.9399544157997014
2026-06-20T13:14:02+0000,UT_HAR,deep__LSTM__small__seed42,deep__LSTM__small__seed42,deep__LSTM__small__seed42,deep__LSTM__small,deep,deep,LSTM,LSTM,False,42,1.0,small,40391,21.098416566848755,0.8257956448911222,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.8162650602409639,0.7729032299275216,0.7584142151745829
2026-06-20T13:15:04+0000,UT_HAR,deep__LSTM__small__seed123,deep__LSTM__small__seed123,deep__LSTM__small__seed123,deep__LSTM__small,deep,deep,LSTM,LSTM,False,123,1.0,small,40391,12.27572751045227,0.7102177554438861,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.7048192771084337,0.6594780860239388,0.6483242222792851
2026-06-20T13:17:28+0000,UT_HAR,deep__LSTM__small__seed2026,deep__LSTM__small__seed2026,deep__LSTM__small__seed2026,deep__LSTM__small,deep,deep,LSTM,LSTM,False,2026,1.0,small,40391,87.43888282775879,0.847571189279732,"{""dropout"": 0.0, ""hidden_size"": 64, ""num_layers"": 1}",0.8383534136546185,0.8102072728636524,0.8095785048540272
2026-06-20T13:20:53+0000,UT_HAR,deep__LSTM__medium__seed42,deep__LSTM__medium__seed42,deep__LSTM__medium__seed42,deep__LSTM__medium,deep,deep,LSTM,LSTM,False,42,1.0,medium,113543,127.42397928237915,0.8576214405360134,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.8524096385542169,0.8242426856826022,0.8185605320402248
2026-06-20T13:24:45+0000,UT_HAR,deep__LSTM__medium__seed123,deep__LSTM__medium__seed123,deep__LSTM__medium__seed123,deep__LSTM__medium,deep,deep,LSTM,LSTM,False,123,1.0,medium,113543,132.02922868728638,0.7621440536013401,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.7530120481927711,0.7063091852666655,0.6948775109580304
2026-06-20T13:29:53+0000,UT_HAR,deep__LSTM__medium__seed2026,deep__LSTM__medium__seed2026,deep__LSTM__medium__seed2026,deep__LSTM__medium,deep,deep,LSTM,LSTM,False,2026,1.0,medium,113543,197.31108164787292,0.864321608040201,"{""dropout"": 0.0, ""hidden_size"": 128, ""num_layers"": 1}",0.8734939759036144,0.8402385492114367,0.8372119297356775
2026-06-20T13:35:28+0000,UT_HAR,deep__LSTM__large__seed42,deep__LSTM__large__seed42,deep__LSTM__large__seed42,deep__LSTM__large,deep,deep,LSTM,LSTM,False,42,1.0,large,515911,211.64485359191895,0.8710217755443886,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.8644578313253012,0.8325792365927744,0.8294934226109156
2026-06-20T13:40:29+0000,UT_HAR,deep__LSTM__large__seed123,deep__LSTM__large__seed123,deep__LSTM__large__seed123,deep__LSTM__large,deep,deep,LSTM,LSTM,False,123,1.0,large,515911,118.758061170578,0.7738693467336684,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.7690763052208835,0.721851718181413,0.72524036581043
2026-06-20T13:45:50+0000,UT_HAR,deep__LSTM__large__seed2026,deep__LSTM__large__seed2026,deep__LSTM__large__seed2026,deep__LSTM__large,deep,deep,LSTM,LSTM,False,2026,1.0,large,515911,113.34177255630493,0.7554438860971524,"{""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2}",0.7419678714859438,0.7276776837476594,0.7332407288140493
2026-06-20T13:52:49+0000,UT_HAR,deep__CNN-GRU__small__seed42,deep__CNN-GRU__small__seed42,deep__CNN-GRU__small__seed42,deep__CNN-GRU__small,deep,deep,CNN-GRU,CNN-GRU,False,42,1.0,small,116231,218.71442413330078,0.9614740368509213,"{""channels"": [16, 32], ""hidden_size"": 64}",0.9538152610441767,0.9359523522713167,0.9373666267937609
2026-06-20T13:58:48+0000,UT_HAR,deep__CNN-GRU__small__seed123,deep__CNN-GRU__small__seed123,deep__CNN-GRU__small__seed123,deep__CNN-GRU__small,deep,deep,CNN-GRU,CNN-GRU,False,123,1.0,small,116231,217.9204306602478,0.964824120603015,"{""channels"": [16, 32], ""hidden_size"": 64}",0.964859437751004,0.9527127013138387,0.9557539902750446
2026-06-20T14:04:43+0000,UT_HAR,deep__CNN-GRU__small__seed2026,deep__CNN-GRU__small__seed2026,deep__CNN-GRU__small__seed2026,deep__CNN-GRU__small,deep,deep,CNN-GRU,CNN-GRU,False,2026,1.0,small,116231,213.94109058380127,0.966499162479062,"{""channels"": [16, 32], ""hidden_size"": 64}",0.9568273092369478,0.9415096508778172,0.943847960442025
2026-06-20T14:10:49+0000,UT_HAR,deep__CNN-GRU__medium__seed42,deep__CNN-GRU__medium__seed42,deep__CNN-GRU__medium__seed42,deep__CNN-GRU__medium,deep,deep,CNN-GRU,CNN-GRU,False,42,1.0,medium,347111,229.52912783622742,0.9865996649916248,"{""channels"": [16, 32, 64], ""hidden_size"": 96}",0.9829317269076305,0.976080563464558,0.9759176824411894
2026-06-20T14:16:24+0000,UT_HAR,deep__CNN-GRU__medium__seed123,deep__CNN-GRU__medium__seed123,deep__CNN-GRU__medium__seed123,deep__CNN-GRU__medium,deep,deep,CNN-GRU,CNN-GRU,False,123,1.0,medium,347111,189.20444989204407,0.983249581239531,"{""channels"": [16, 32, 64], ""hidden_size"": 96}",0.9738955823293173,0.9573679302871799,0.9600982602951308
2026-06-20T14:21:57+0000,UT_HAR,deep__CNN-GRU__medium__seed2026,deep__CNN-GRU__medium__seed2026,deep__CNN-GRU__medium__seed2026,deep__CNN-GRU__medium,deep,deep,CNN-GRU,CNN-GRU,False,2026,1.0,medium,347111,183.57432317733765,0.9782244556113903,"{""channels"": [16, 32, 64], ""hidden_size"": 96}",0.9759036144578314,0.9673450121159588,0.9645701751954301
2026-06-20T14:24:55+0000,UT_HAR,deep__CNN-GRU__large__seed42,deep__CNN-GRU__large__seed42,deep__CNN-GRU__large__seed42,deep__CNN-GRU__large,deep,deep,CNN-GRU,CNN-GRU,False,42,1.0,large,890375,32.95850658416748,0.981574539363484,"{""channels"": [32, 64, 96], ""hidden_size"": 160}",0.9748995983935743,0.9647678704070685,0.9652531280455227
2026-06-20T14:27:13+0000,UT_HAR,deep__CNN-GRU__large__seed123,deep__CNN-GRU__large__seed123,deep__CNN-GRU__large__seed123,deep__CNN-GRU__large,deep,deep,CNN-GRU,CNN-GRU,False,123,1.0,large,890375,36.03311467170715,0.9966499162479062,"{""channels"": [32, 64, 96], ""hidden_size"": 160}",0.9859437751004017,0.9766805566545943,0.976882018484984
2026-06-20T14:29:30+0000,UT_HAR,deep__CNN-GRU__large__seed2026,deep__CNN-GRU__large__seed2026,deep__CNN-GRU__large__seed2026,deep__CNN-GRU__large,deep,deep,CNN-GRU,CNN-GRU,False,2026,1.0,large,890375,27.549749851226807,0.9882747068676717,"{""channels"": [32, 64, 96], ""hidden_size"": 160}",0.9748995983935743,0.9674825185526371,0.9672037855790317
2026-06-20T14:31:18+0000,UT_HAR,deep__Transformer__small__seed42,deep__Transformer__small__seed42,deep__Transformer__small__seed42,deep__Transformer__small,deep,deep,Transformer,Transformer,False,42,1.0,small,55047,15.160911798477173,0.8542713567839196,"{""depth"": 1, ""dim"": 64, ""heads"": 2, ""patch_size"": [10, 10]}",0.8293172690763052,0.7745243106690302,0.7679850768534091
2026-06-20T14:32:56+0000,UT_HAR,deep__Transformer__small__seed123,deep__Transformer__small__seed123,deep__Transformer__small__seed123,deep__Transformer__small,deep,deep,Transformer,Transformer,False,123,1.0,small,55047,14.743693351745605,0.8542713567839196,"{""depth"": 1, ""dim"": 64, ""heads"": 2, ""patch_size"": [10, 10]}",0.857429718875502,0.7914295624789525,0.7832814458439429
2026-06-20T14:34:03+0000,UT_HAR,deep__Transformer__small__seed2026,deep__Transformer__small__seed2026,deep__Transformer__small__seed2026,deep__Transformer__small,deep,deep,Transformer,Transformer,False,2026,1.0,small,55047,14.519486427307129,0.8509212730318257,"{""depth"": 1, ""dim"": 64, ""heads"": 2, ""patch_size"": [10, 10]}",0.822289156626506,0.7573475823537085,0.7468578098674008
2026-06-20T14:35:08+0000,UT_HAR,deep__Transformer__medium__seed42,deep__Transformer__medium__seed42,deep__Transformer__medium__seed42,deep__Transformer__medium,deep,deep,Transformer,Transformer,False,42,1.0,medium,308103,18.144450187683105,0.964824120603015,"{""depth"": 2, ""dim"": 128, ""heads"": 4, ""patch_size"": [10, 10]}",0.9538152610441767,0.9330412794418171,0.935904942675594
2026-06-20T14:36:18+0000,UT_HAR,deep__Transformer__medium__seed123,deep__Transformer__medium__seed123,deep__Transformer__medium__seed123,deep__Transformer__medium,deep,deep,Transformer,Transformer,False,123,1.0,medium,308103,18.976820945739746,0.981574539363484,"{""depth"": 2, ""dim"": 128, ""heads"": 4, ""patch_size"": [10, 10]}",0.9698795180722891,0.9543850382518813,0.9536041849832655
2026-06-20T14:37:31+0000,UT_HAR,deep__Transformer__medium__seed2026,deep__Transformer__medium__seed2026,deep__Transformer__medium__seed2026,deep__Transformer__medium,deep,deep,Transformer,Transformer,False,2026,1.0,medium,308103,16.285560846328735,0.9614740368509213,"{""depth"": 2, ""dim"": 128, ""heads"": 4, ""patch_size"": [10, 10]}",0.9658634538152611,0.94987766136265,0.9481466485391722
2026-06-20T14:38:53+0000,UT_HAR,deep__Transformer__large__seed42,deep__Transformer__large__seed42,deep__Transformer__large__seed42,deep__Transformer__large,deep,deep,Transformer,Transformer,False,42,1.0,large,955783,25.17216968536377,0.9681742043551089,"{""depth"": 3, ""dim"": 192, ""heads"": 6, ""patch_size"": [10, 10]}",0.9628514056224899,0.9423998286177334,0.9450517156600516
2026-06-20T14:40:16+0000,UT_HAR,deep__Transformer__large__seed123,deep__Transformer__large__seed123,deep__Transformer__large__seed123,deep__Transformer__large,deep,deep,Transformer,Transformer,False,123,1.0,large,955783,20.895596742630005,0.9782244556113903,"{""depth"": 3, ""dim"": 192, ""heads"": 6, ""patch_size"": [10, 10]}",0.9628514056224899,0.9506986026212376,0.9496725665246923
2026-06-20T14:41:39+0000,UT_HAR,deep__Transformer__large__seed2026,deep__Transformer__large__seed2026,deep__Transformer__large__seed2026,deep__Transformer__large,deep,deep,Transformer,Transformer,False,2026,1.0,large,955783,19.2423038482666,0.9681742043551089,"{""depth"": 3, ""dim"": 192, ""heads"": 6, ""patch_size"": [10, 10]}",0.9518072289156626,0.9354250857767982,0.9360876471945385
