configuration_id,accuracy,macro_f1,balanced_accuracy,corruption,severity,corruption_seed
widar__time_stats__logistic_regression,0.1890924706555969,0.07627699054519138,0.09393731060744069,subcarrier_mask,1,2026
widar__time_stats__logistic_regression,0.1568851989693673,0.06530232754917563,0.07854263753301328,subcarrier_mask,2,2026
widar__time_stats__logistic_regression,0.041082164328657314,0.010317869749007945,0.053586534800080014,subcarrier_mask,3,2026
widar__time_stats__logistic_regression,0.05468079015173204,0.01952310982701778,0.05433345996957575,subcarrier_mask,4,2026
widar__time_stats__logistic_regression,0.09232751216719152,0.0353999520291864,0.056872834812308336,subcarrier_mask,5,2026
widar__time_stats__logistic_regression,0.11022044088176353,0.050906083949585755,0.0650703669478841,time_dropout,1,2026
widar__time_stats__logistic_regression,0.07787002576581735,0.03269691097024437,0.05280865041337463,time_dropout,2,2026
widar__time_stats__logistic_regression,0.06212424849699399,0.030229468164341744,0.04627812222757772,time_dropout,3,2026
widar__time_stats__logistic_regression,0.05353564271399943,0.027449094136847527,0.04673060822927347,time_dropout,4,2026
widar__time_stats__logistic_regression,0.04666475808760378,0.01575832326410143,0.04832857159090713,time_dropout,5,2026
widar__time_stats__logistic_regression,0.08316633266533066,0.014257798242070895,0.04603408820760209,amplitude_scaling,1,2026
widar__time_stats__logistic_regression,0.08230747208703121,0.013361164385144191,0.045656621681879755,amplitude_scaling,2,2026
widar__time_stats__logistic_regression,0.08230747208703121,0.013255903253190156,0.045666413621941675,amplitude_scaling,3,2026
widar__time_stats__logistic_regression,0.08230747208703121,0.013235559010897135,0.045666413621941675,amplitude_scaling,4,2026
widar__time_stats__logistic_regression,0.08259375894646435,0.013257257344765988,0.045802709110560995,amplitude_scaling,5,2026
widar__time_stats__logistic_regression,0.1915259089607787,0.07645967095896733,0.09452242030079884,contiguous_subcarrier_block,1,2026
widar__time_stats__logistic_regression,0.15430861723446893,0.06498349893823173,0.07712588536940436,contiguous_subcarrier_block,2,2026
widar__time_stats__logistic_regression,0.03922129974234183,0.01258119090880493,0.04777720142823902,contiguous_subcarrier_block,3,2026
widar__time_stats__logistic_regression,0.05353564271399943,0.021048714033275986,0.052483718303627504,contiguous_subcarrier_block,4,2026
widar__time_stats__logistic_regression,0.08388204981391355,0.03174342767044657,0.05091577642964784,contiguous_subcarrier_block,5,2026
widar__time_stats__logistic_regression,0.11022044088176353,0.050906083949585755,0.0650703669478841,burst_time_dropout,1,2026
widar__time_stats__logistic_regression,0.08688806183796163,0.041427718236378204,0.05501066922095423,burst_time_dropout,2,2026
widar__time_stats__logistic_regression,0.04365874606355568,0.018393149935453476,0.05226514494509677,burst_time_dropout,3,2026
widar__time_stats__logistic_regression,0.03993701689092471,0.015649973943170355,0.04935288729018978,burst_time_dropout,4,2026
widar__time_stats__logistic_regression,0.03993701689092471,0.011184379344657895,0.05068065201014715,burst_time_dropout,5,2026
widar__time_stats__logistic_regression,0.06913827655310621,0.02338803406730885,0.046013810735896714,smooth_gain_drift,1,2026
widar__time_stats__logistic_regression,0.06842255940452334,0.022596509437519778,0.045224551105463716,smooth_gain_drift,2,2026
widar__time_stats__logistic_regression,0.06784998568565703,0.02227619565680907,0.04492196125345526,smooth_gain_drift,3,2026
widar__time_stats__logistic_regression,0.0679931291153736,0.02224884965452442,0.04501873831418493,smooth_gain_drift,4,2026
widar__time_stats__logistic_regression,0.0674205553965073,0.02201346314086716,0.04472146247515434,smooth_gain_drift,5,2026
widar__time_stats__random_forest,0.12997423418265103,0.0326316526347519,0.06187752544644179,gaussian_snr,1,42
widar__time_stats__random_forest,0.128972230174635,0.025812123892361604,0.06141161466576384,gaussian_snr,2,42
widar__time_stats__random_forest,0.12868594331520183,0.027504332740036566,0.06125518088287052,gaussian_snr,3,42
widar__time_stats__random_forest,0.12839965645576867,0.02777453348162757,0.06115735828580344,gaussian_snr,4,42
widar__time_stats__random_forest,0.12968794732321787,0.028810656167270066,0.06178417847564153,gaussian_snr,5,42
widar__time_stats__random_forest,0.18966504437446322,0.07963954293660566,0.09529383200234806,subcarrier_mask,1,42
widar__time_stats__random_forest,0.16719152590896078,0.06499991809707541,0.08341180773910183,subcarrier_mask,2,42
widar__time_stats__random_forest,0.12253077583738907,0.03502873294303178,0.05873865146759174,subcarrier_mask,3,42
widar__time_stats__random_forest,0.10964786716289722,0.028606184717895757,0.052170549056926536,subcarrier_mask,4,42
widar__time_stats__random_forest,0.09461780704265674,0.021989514029110955,0.04488376191915689,subcarrier_mask,5,42
widar__time_stats__random_forest,0.1790724305754366,0.07124199050760187,0.08885035851357381,time_dropout,1,42
widar__time_stats__random_forest,0.16561694818207845,0.0616170478152249,0.08119430382668137,time_dropout,2,42
widar__time_stats__random_forest,0.13555682794159749,0.04225515649006552,0.06564796417768691,time_dropout,3,42
widar__time_stats__random_forest,0.10893215001431435,0.02712459558860998,0.05205312209768345,time_dropout,4,42
widar__time_stats__random_forest,0.09533352419123962,0.022059634522537216,0.04534464898335206,time_dropout,5,42
widar__time_stats__random_forest,0.17234468937875752,0.07183228674766885,0.08819251029907405,amplitude_scaling,1,42
widar__time_stats__random_forest,0.15173203549957057,0.06236863517144,0.07793904387334277,amplitude_scaling,2,42
widar__time_stats__random_forest,0.13641568851989694,0.05420017109573661,0.07035605928866949,amplitude_scaling,3,42
widar__time_stats__random_forest,0.12911537360435155,0.05117026034487549,0.06742699037784396,amplitude_scaling,4,42
widar__time_stats__random_forest,0.11007729745204695,0.040509820826957366,0.057390929189798316,amplitude_scaling,5,42
widar__time_stats__random_forest,0.18608645863154882,0.07717631181287249,0.09356781302022409,contiguous_subcarrier_block,1,42
widar__time_stats__random_forest,0.15760091611795018,0.06115949113807837,0.07874076788451126,contiguous_subcarrier_block,2,42
widar__time_stats__random_forest,0.12510735757228744,0.03467693268503116,0.05997218523410664,contiguous_subcarrier_block,3,42
widar__time_stats__random_forest,0.11651875178929287,0.031009202215766387,0.05559696716662951,contiguous_subcarrier_block,4,42
widar__time_stats__random_forest,0.09318637274549098,0.020986406465189476,0.04420096203438135,contiguous_subcarrier_block,5,42
widar__time_stats__random_forest,0.1790724305754366,0.07124199050760187,0.08885035851357381,burst_time_dropout,1,42
widar__time_stats__random_forest,0.1544517606641855,0.05423954396737937,0.0751131176189192,burst_time_dropout,2,42
widar__time_stats__random_forest,0.14271399942742627,0.045846186585920094,0.06817816682153409,burst_time_dropout,3,42
widar__time_stats__random_forest,0.12439164042370456,0.03330019543859371,0.06002679262948129,burst_time_dropout,4,42
widar__time_stats__random_forest,0.11179501860864587,0.024982428445400093,0.05362856595538685,burst_time_dropout,5,42
widar__time_stats__random_forest,0.16032064128256512,0.05724688121773298,0.07866939609540685,smooth_gain_drift,1,42
widar__time_stats__random_forest,0.14156885198969368,0.05023137135243402,0.06901496565432673,smooth_gain_drift,2,42
widar__time_stats__random_forest,0.1265387918694532,0.04268346328358468,0.06105598412500682,smooth_gain_drift,3,42
widar__time_stats__random_forest,0.120526767821357,0.03953308633842655,0.05786520330942136,smooth_gain_drift,4,42
widar__time_stats__random_forest,0.11165187517892929,0.034524767252389094,0.05310406737731046,smooth_gain_drift,5,42
widar__time_stats__random_forest,0.13154881190953335,0.03365230944631368,0.0626235158292472,gaussian_snr,1,123
widar__time_stats__random_forest,0.12968794732321787,0.026752945954238307,0.06174024270868568,gaussian_snr,2,123
widar__time_stats__random_forest,0.13326653306613226,0.03008749653611663,0.06341768695185811,gaussian_snr,3,123
widar__time_stats__random_forest,0.12997423418265103,0.028633804395584318,0.06182488250021352,gaussian_snr,4,123
widar__time_stats__random_forest,0.1246779272831377,0.02774329347348895,0.059370610504372666,gaussian_snr,5,123
widar__time_stats__random_forest,0.1915259089607787,0.07739567099484791,0.09532187103152893,subcarrier_mask,1,123
widar__time_stats__random_forest,0.16504437446321213,0.06359005756374711,0.08191654178014461,subcarrier_mask,2,123
widar__time_stats__random_forest,0.12138562839965646,0.03482752646503132,0.05819218733546928,subcarrier_mask,3,123
widar__time_stats__random_forest,0.10592613799026625,0.02740530754404162,0.05039086895832411,subcarrier_mask,4,123
widar__time_stats__random_forest,0.08660177497852849,0.019903140584458915,0.041095820287353015,subcarrier_mask,5,123
widar__time_stats__random_forest,0.17706842255940453,0.0704227375636963,0.08797555545871164,time_dropout,1,123
widar__time_stats__random_forest,0.16762095619811052,0.061322280525426404,0.08172605506965691,time_dropout,2,123
widar__time_stats__random_forest,0.13441168050386487,0.04203602795351499,0.06472084746049175,time_dropout,3,123
widar__time_stats__random_forest,0.10649871170913255,0.026898981629664212,0.050916295679641004,time_dropout,4,123
widar__time_stats__random_forest,0.09647867162897222,0.021999839548780847,0.04578248228394561,time_dropout,5,123
widar__time_stats__random_forest,0.17849985685657027,0.07247745128433734,0.09057203764387378,amplitude_scaling,1,123
widar__time_stats__random_forest,0.15488119095333525,0.06219659912993222,0.07968355197020316,amplitude_scaling,2,123
widar__time_stats__random_forest,0.13813340967649584,0.053887380197906815,0.07113037044575737,amplitude_scaling,3,123
widar__time_stats__random_forest,0.1276839393071858,0.04905494358524778,0.06613303620887308,amplitude_scaling,4,123
widar__time_stats__random_forest,0.11795018608645863,0.04366749218142771,0.06123072535318755,amplitude_scaling,5,123
widar__time_stats__random_forest,0.19052390495276267,0.07903647375281012,0.09550999689653977,contiguous_subcarrier_block,1,123
widar__time_stats__random_forest,0.1598912109934154,0.06111606737450956,0.0794380810772243,contiguous_subcarrier_block,2,123
widar__time_stats__random_forest,0.12424849699398798,0.034857466799412956,0.05955831811261437,contiguous_subcarrier_block,3,123
widar__time_stats__random_forest,0.10821643286573146,0.02697368351686852,0.051510424478813516,contiguous_subcarrier_block,4,123
widar__time_stats__random_forest,0.09476095047237332,0.020941775226610955,0.04491735711228857,contiguous_subcarrier_block,5,123
widar__time_stats__random_forest,0.17706842255940453,0.0704227375636963,0.08797555545871164,burst_time_dropout,1,123
widar__time_stats__random_forest,0.16017749785284854,0.05833744899865419,0.07851071456586717,burst_time_dropout,2,123
widar__time_stats__random_forest,0.1401374176925279,0.04685515510931318,0.06807740967230086,burst_time_dropout,3,123
widar__time_stats__random_forest,0.12124248496993988,0.0325809002994465,0.05865035822682232,burst_time_dropout,4,123
widar__time_stats__random_forest,0.11422845691382766,0.026828551219740406,0.054951501633291384,burst_time_dropout,5,123
widar__time_stats__random_forest,0.15416547380475237,0.054104172579838954,0.0756063014729159,smooth_gain_drift,1,123
widar__time_stats__random_forest,0.14385914686515888,0.050161387540059325,0.06985885104064525,smooth_gain_drift,2,123
widar__time_stats__random_forest,0.13140566847981677,0.044031914138460436,0.06342668260268501,smooth_gain_drift,3,123
widar__time_stats__random_forest,0.11981105067277412,0.03783555643468762,0.05759908200854909,smooth_gain_drift,4,123
widar__time_stats__random_forest,0.11322645290581163,0.03436754469532911,0.05386739833105359,smooth_gain_drift,5,123
widar__time_stats__random_forest,0.128972230174635,0.03235092005737933,0.061364068378284814,gaussian_snr,1,2026
widar__time_stats__random_forest,0.12797022616661896,0.025672559643152,0.06089296629063223,gaussian_snr,2,2026
widar__time_stats__random_forest,0.12682507872888635,0.02732751601598489,0.060385376756363816,gaussian_snr,3,2026
widar__time_stats__random_forest,0.12754079587746922,0.026897800515015783,0.060657669057514456,gaussian_snr,4,2026
widar__time_stats__random_forest,0.12582307472087031,0.02757379708475582,0.05993078401116401,gaussian_snr,5,2026
widar__time_stats__random_forest,0.18866304036644718,0.0784781805584187,0.09481269154041301,subcarrier_mask,1,2026
widar__time_stats__random_forest,0.17105639851130833,0.06744978118518025,0.08547365856940074,subcarrier_mask,2,2026
widar__time_stats__random_forest,0.12482107071285428,0.036075352523179824,0.05972101632456841,subcarrier_mask,3,2026
widar__time_stats__random_forest,0.10864586315488119,0.028306344410692977,0.05190918278081995,subcarrier_mask,4,2026
widar__time_stats__random_forest,0.08932150014314343,0.020967402231056285,0.042411335039406015,subcarrier_mask,5,2026
widar__time_stats__random_forest,0.1837961637560836,0.07412084256110109,0.09129399808617879,time_dropout,1,2026
widar__time_stats__random_forest,0.16132264529058116,0.059460201562484445,0.0792744079913996,time_dropout,2,2026
widar__time_stats__random_forest,0.13269395934726597,0.039907934223698004,0.06394485869047319,time_dropout,3,2026
widar__time_stats__random_forest,0.1067849985685657,0.025833627657704396,0.05099317091183928,time_dropout,4,2026
widar__time_stats__random_forest,0.0954766676209562,0.02183183826023423,0.04540347890442348,time_dropout,5,2026
widar__time_stats__random_forest,0.17506441454337246,0.07393522799694238,0.08983347046166333,amplitude_scaling,1,2026
widar__time_stats__random_forest,0.15015745777268824,0.06127526695385097,0.0770074457910413,amplitude_scaling,2,2026
widar__time_stats__random_forest,0.12839965645576867,0.04962663895838064,0.066303432370714,amplitude_scaling,3,2026
widar__time_stats__random_forest,0.1216719152590896,0.04610698380252491,0.0632166881033657,amplitude_scaling,4,2026
widar__time_stats__random_forest,0.1127970226166619,0.040724311590931435,0.05914332167210916,amplitude_scaling,5,2026
widar__time_stats__random_forest,0.1945319209848268,0.08160743245909212,0.09780782310545648,contiguous_subcarrier_block,1,2026
widar__time_stats__random_forest,0.16189521900944748,0.06250048996191936,0.08067637174780767,contiguous_subcarrier_block,2,2026
widar__time_stats__random_forest,0.12625250501002003,0.03532664387415523,0.06059479381084414,contiguous_subcarrier_block,3,2026
widar__time_stats__random_forest,0.10878900658459777,0.02649671502173112,0.05178000738280492,contiguous_subcarrier_block,4,2026
widar__time_stats__random_forest,0.09232751216719152,0.021215890975235144,0.04377057726978218,contiguous_subcarrier_block,5,2026
widar__time_stats__random_forest,0.1837961637560836,0.07412084256110109,0.09129399808617879,burst_time_dropout,1,2026
widar__time_stats__random_forest,0.160034354423132,0.05868209145894414,0.0783017689677005,burst_time_dropout,2,2026
widar__time_stats__random_forest,0.1414257085599771,0.04527409548584663,0.0679214971404371,burst_time_dropout,3,2026
widar__time_stats__random_forest,0.11981105067277412,0.03174492540956103,0.05783722916643224,burst_time_dropout,4,2026
widar__time_stats__random_forest,0.1092184368737475,0.024321286129130523,0.05227797845915549,burst_time_dropout,5,2026
widar__time_stats__random_forest,0.15960492413398225,0.05680299885643534,0.07826820757498701,smooth_gain_drift,1,2026
widar__time_stats__random_forest,0.138419696535929,0.047501262436781655,0.06706894854594453,smooth_gain_drift,2,2026
widar__time_stats__random_forest,0.12911537360435155,0.044110164646514856,0.06254087489333691,smooth_gain_drift,3,2026
widar__time_stats__random_forest,0.12124248496993988,0.03983661610017497,0.05825005382132331,smooth_gain_drift,4,2026
widar__time_stats__random_forest,0.11122244488977956,0.034862183659839556,0.05303474776373605,smooth_gain_drift,5,2026
widar__fft_stats__logistic_regression,0.2845691382765531,0.1477063191159411,0.1598344281348161,gaussian_snr,1,42
widar__fft_stats__logistic_regression,0.2560835957629545,0.1267620194015412,0.14112970206128475,gaussian_snr,2,42
widar__fft_stats__logistic_regression,0.19696535929000858,0.08753879838822316,0.10660980373933641,gaussian_snr,3,42
widar__fft_stats__logistic_regression,0.1341253936444317,0.0393575093376699,0.06942109609042872,gaussian_snr,4,42
widar__fft_stats__logistic_regression,0.10635556827941597,0.020300509490034764,0.054266449618246025,gaussian_snr,5,42
widar__fft_stats__logistic_regression,0.25765817348983683,0.13362728101799587,0.15161468576513312,subcarrier_mask,1,42
widar__fft_stats__logistic_regression,0.1843687374749499,0.08331914403382648,0.11427271219098381,subcarrier_mask,2,42
widar__fft_stats__logistic_regression,0.07858574291440022,0.029548413497627116,0.06271522803274467,subcarrier_mask,3,42
widar__fft_stats__logistic_regression,0.047094188376753505,0.005986035818251553,0.04688152764238963,subcarrier_mask,4,42
widar__fft_stats__logistic_regression,0.04408817635270541,0.0038583436681824445,0.045454545454545456,subcarrier_mask,5,42
widar__fft_stats__logistic_regression,0.23847695390781562,0.1312782999192035,0.1411497756999421,time_dropout,1,42
widar__fft_stats__logistic_regression,0.14843973661608934,0.07267493799388404,0.09376151091187554,time_dropout,2,42
widar__fft_stats__logistic_regression,0.07257371886630404,0.02141223747131777,0.058934621774214574,time_dropout,3,42
widar__fft_stats__logistic_regression,0.04451760664185514,0.004360593913677596,0.045579148668424656,time_dropout,4,42
widar__fft_stats__logistic_regression,0.044231319782421986,0.003977467453258749,0.04552259118127382,time_dropout,5,42
widar__fft_stats__logistic_regression,0.26925279129687946,0.15269459404346758,0.16163177776382773,amplitude_scaling,1,42
widar__fft_stats__logistic_regression,0.2129974234182651,0.1223311312626212,0.13518572393439,amplitude_scaling,2,42
widar__fft_stats__logistic_regression,0.17864300028628685,0.10394808298990502,0.1169331106101732,amplitude_scaling,3,42
widar__fft_stats__logistic_regression,0.15602633839106786,0.09224784239603809,0.10586019514888187,amplitude_scaling,4,42
widar__fft_stats__logistic_regression,0.12854279988548525,0.07595680334042215,0.09250294631397392,amplitude_scaling,5,42
widar__fft_stats__logistic_regression,0.2536501574577727,0.13738050616008346,0.1522969199428841,contiguous_subcarrier_block,1,42
widar__fft_stats__logistic_regression,0.19166905239049528,0.09669788227094434,0.1195392137894672,contiguous_subcarrier_block,2,42
widar__fft_stats__logistic_regression,0.09433152018322359,0.0426315741567663,0.07171354743395203,contiguous_subcarrier_block,3,42
widar__fft_stats__logistic_regression,0.05196106498711709,0.011252426898444644,0.04972368741486337,contiguous_subcarrier_block,4,42
widar__fft_stats__logistic_regression,0.044947036931004866,0.004660272356345999,0.045870633681526135,contiguous_subcarrier_block,5,42
widar__fft_stats__logistic_regression,0.23847695390781562,0.1312782999192035,0.1411497756999421,burst_time_dropout,1,42
widar__fft_stats__logistic_regression,0.23346693386773548,0.11208007432500083,0.12763785944627715,burst_time_dropout,2,42
widar__fft_stats__logistic_regression,0.16862296020612655,0.06805804993520576,0.09521361931962247,burst_time_dropout,3,42
widar__fft_stats__logistic_regression,0.07787002576581735,0.02391533490189435,0.06138643699877466,burst_time_dropout,4,42
widar__fft_stats__logistic_regression,0.05095906097910106,0.008695118972644262,0.04882878640182637,burst_time_dropout,5,42
widar__fft_stats__logistic_regression,0.28371027769825363,0.16115074393957046,0.1693339945501108,smooth_gain_drift,1,42
widar__fft_stats__logistic_regression,0.24778127683939308,0.14012605382724674,0.15110417963938716,smooth_gain_drift,2,42
widar__fft_stats__logistic_regression,0.21457200114514743,0.12043889695710557,0.13331276015616333,smooth_gain_drift,3,42
widar__fft_stats__logistic_regression,0.1880904666475809,0.10519240854119306,0.12137875822394815,smooth_gain_drift,4,42
widar__fft_stats__logistic_regression,0.15359290008588605,0.08456665989052105,0.10323222909652459,smooth_gain_drift,5,42
widar__fft_stats__logistic_regression,0.2849985685657028,0.14752350023744115,0.15948945316015342,gaussian_snr,1,123
widar__fft_stats__logistic_regression,0.2575150300601202,0.12850662832803428,0.14308925962898375,gaussian_snr,2,123
widar__fft_stats__logistic_regression,0.19768107643859148,0.08615924881882887,0.10627218390552659,gaussian_snr,3,123
widar__fft_stats__logistic_regression,0.13326653306613226,0.040175628434873295,0.06973462812302535,gaussian_snr,4,123
widar__fft_stats__logistic_regression,0.10835957629544804,0.02125498884624187,0.055185660148235,gaussian_snr,5,123
widar__fft_stats__logistic_regression,0.2547953048955053,0.13422185340504775,0.1515800502603082,subcarrier_mask,1,123
widar__fft_stats__logistic_regression,0.18451188090466647,0.0860530095131359,0.11556812170802579,subcarrier_mask,2,123
widar__fft_stats__logistic_regression,0.07772688233610077,0.027094440253709086,0.06161895557232464,subcarrier_mask,3,123
widar__fft_stats__logistic_regression,0.04666475808760378,0.005744343009940422,0.04667947055323726,subcarrier_mask,4,123
