dataset,model_name,configuration_id,run_id,base_configuration_id,feature_family,classifier_family,architecture_family,model_group,is_classical,train_seed,train_fraction,model_size,accuracy,macro_f1,balanced_accuracy,corruption,severity,corruption_seed,condition_id
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.5572289156626506,0.5299893140243355,0.5552586467577455,contiguous_subcarrier_block,3,42,contiguous_subcarrier_block__s3__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.44377510040160645,0.41285412773987995,0.4405620139317009,contiguous_subcarrier_block,4,42,contiguous_subcarrier_block__s4__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.3985943775100402,0.3633292477968181,0.38893053955695805,contiguous_subcarrier_block,5,42,contiguous_subcarrier_block__s5__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9457831325301205,0.9243725227820809,0.9278190505898662,burst_time_dropout,1,42,burst_time_dropout__s1__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9407630522088354,0.9216252390580438,0.9259434489065301,burst_time_dropout,2,42,burst_time_dropout__s2__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9206827309236948,0.9023314836757516,0.9055552351830164,burst_time_dropout,3,42,burst_time_dropout__s3__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8955823293172691,0.8705819506425578,0.8722833347190097,burst_time_dropout,4,42,burst_time_dropout__s4__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8805220883534136,0.8534271767642837,0.8565140408843016,burst_time_dropout,5,42,burst_time_dropout__s5__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9335969845364895,0.9365618869511774,smooth_gain_drift,1,42,smooth_gain_drift__s1__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9477911646586346,0.9295393920908169,0.9342929708946411,smooth_gain_drift,2,42,smooth_gain_drift__s2__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9457831325301205,0.926885194273517,0.9314250055266758,smooth_gain_drift,3,42,smooth_gain_drift__s3__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9407630522088354,0.9200416696523305,0.9238390867261518,smooth_gain_drift,4,42,smooth_gain_drift__s4__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9327309236947792,0.9143773697130738,0.9190356111656178,smooth_gain_drift,5,42,smooth_gain_drift__s5__seed42
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,gaussian_snr,1,123,gaussian_snr__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,gaussian_snr,2,123,gaussian_snr__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9528112449799196,0.9358100521392839,0.9393913743663527,gaussian_snr,3,123,gaussian_snr__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9538152610441767,0.937071641913551,0.9408343758093541,gaussian_snr,4,123,gaussian_snr__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9538152610441767,0.937071641913551,0.9408343758093541,gaussian_snr,5,123,gaussian_snr__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9236947791164659,0.9031417392091364,0.9048123550972201,subcarrier_mask,1,123,subcarrier_mask__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8865461847389559,0.8632470492171842,0.8692680034321286,subcarrier_mask,2,123,subcarrier_mask__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.7740963855421686,0.7559465207459098,0.7675195072569555,subcarrier_mask,3,123,subcarrier_mask__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.7068273092369478,0.6774951650191149,0.6919699594612977,subcarrier_mask,4,123,subcarrier_mask__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.6014056224899599,0.5693250796568347,0.592081571293955,subcarrier_mask,5,123,subcarrier_mask__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9324579367862887,0.9351951006574062,time_dropout,1,123,time_dropout__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9457831325301205,0.9255192242287558,0.9282725049471904,time_dropout,2,123,time_dropout__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.931378325098572,0.9357316070679965,time_dropout,3,123,time_dropout__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9335005920342747,0.9358403862296767,time_dropout,4,123,time_dropout__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9467871485943775,0.9259191560985361,0.929629690489801,time_dropout,5,123,time_dropout__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,amplitude_scaling,1,123,amplitude_scaling__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,amplitude_scaling,2,123,amplitude_scaling__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,amplitude_scaling,3,123,amplitude_scaling__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9328766260900364,0.9364591352195085,amplitude_scaling,4,123,amplitude_scaling__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9307185836043732,0.9341172148448013,amplitude_scaling,5,123,amplitude_scaling__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8463855421686747,0.8300897596570914,0.8328119732812806,contiguous_subcarrier_block,1,123,contiguous_subcarrier_block__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.679718875502008,0.6630353561353262,0.6926441692905331,contiguous_subcarrier_block,2,123,contiguous_subcarrier_block__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.5502008032128514,0.526782753737269,0.5598458992502316,contiguous_subcarrier_block,3,123,contiguous_subcarrier_block__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.4678714859437751,0.4283584167014719,0.4447119604513781,contiguous_subcarrier_block,4,123,contiguous_subcarrier_block__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.392570281124498,0.3633261087265642,0.3785068246392797,contiguous_subcarrier_block,5,123,contiguous_subcarrier_block__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9467871485943775,0.927947607051448,0.9293467662464989,burst_time_dropout,1,123,burst_time_dropout__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9387550200803213,0.9206367722699537,0.920499629482825,burst_time_dropout,2,123,burst_time_dropout__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9156626506024096,0.8978191097190792,0.8969569016347474,burst_time_dropout,3,123,burst_time_dropout__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9106425702811245,0.8864916002727777,0.8859974640998999,burst_time_dropout,4,123,burst_time_dropout__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8714859437751004,0.8496723082223516,0.8522292676158132,burst_time_dropout,5,123,burst_time_dropout__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9329014524632011,0.9364547699498624,smooth_gain_drift,1,123,smooth_gain_drift__s1__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9316357560442485,0.9351145202385299,smooth_gain_drift,2,123,smooth_gain_drift__s2__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.932629754486058,0.9351145202385299,smooth_gain_drift,3,123,smooth_gain_drift__s3__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9312907484192215,0.9340322691562788,smooth_gain_drift,4,123,smooth_gain_drift__s4__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9477911646586346,0.9309311480623624,0.9338070660145383,smooth_gain_drift,5,123,smooth_gain_drift__s5__seed123
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,gaussian_snr,1,2026,gaussian_snr__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9341342361261046,0.93790213666251,gaussian_snr,2,2026,gaussian_snr__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9341342361261046,0.93790213666251,gaussian_snr,3,2026,gaussian_snr__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9322164022638837,0.9355602162878027,gaussian_snr,4,2026,gaussian_snr__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9330466599887739,0.9363323185397909,gaussian_snr,5,2026,gaussian_snr__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9186746987951807,0.9034680297951804,0.9079644178735453,subcarrier_mask,1,2026,subcarrier_mask__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8684738955823293,0.8433544408521799,0.847738300231204,subcarrier_mask,2,2026,subcarrier_mask__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.7901606425702812,0.7755794964968388,0.7826865497712132,subcarrier_mask,3,2026,subcarrier_mask__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.7008032128514057,0.6664333588416467,0.6809734477775873,subcarrier_mask,4,2026,subcarrier_mask__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.607429718875502,0.5803639501653396,0.6010019533963876,subcarrier_mask,5,2026,subcarrier_mask__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9331505654957597,0.9365618869511774,time_dropout,1,2026,time_dropout__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9324151621620805,0.9358584237477141,time_dropout,2,2026,time_dropout__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9339610432933093,0.9358050679157988,time_dropout,3,2026,time_dropout__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9417670682730924,0.922117344534173,0.9250895002320101,time_dropout,4,2026,time_dropout__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.934144300961912,0.9375859604022356,time_dropout,5,2026,time_dropout__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9518072289156626,0.9336932001208963,0.9370494539916454,amplitude_scaling,1,2026,amplitude_scaling__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9328766260900364,0.9364591352195085,amplitude_scaling,2,2026,amplitude_scaling__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.932645335748856,0.9364591352195085,amplitude_scaling,3,2026,amplitude_scaling__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9304872932631928,0.9341172148448013,amplitude_scaling,4,2026,amplitude_scaling__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9497991967871486,0.9304872932631928,0.9341172148448013,amplitude_scaling,5,2026,amplitude_scaling__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.857429718875502,0.8361356634734698,0.8426728744541793,contiguous_subcarrier_block,1,2026,contiguous_subcarrier_block__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.6937751004016064,0.6596709351996538,0.6867590239476717,contiguous_subcarrier_block,2,2026,contiguous_subcarrier_block__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.5481927710843374,0.519760204817204,0.5494750143831811,contiguous_subcarrier_block,3,2026,contiguous_subcarrier_block__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.463855421686747,0.4349860923741198,0.46049883077894366,contiguous_subcarrier_block,4,2026,contiguous_subcarrier_block__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.4106425702811245,0.37019704528726644,0.39118406935181377,contiguous_subcarrier_block,5,2026,contiguous_subcarrier_block__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9437751004016064,0.928788739359475,0.9327428012581774,burst_time_dropout,1,2026,burst_time_dropout__s1__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9347389558232931,0.9199026989811915,0.9238535620284171,burst_time_dropout,2,2026,burst_time_dropout__s2__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9226907630522089,0.908212789123726,0.9100580332089294,burst_time_dropout,3,2026,burst_time_dropout__s3__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8975903614457831,0.8808681646108016,0.8824465986336695,burst_time_dropout,4,2026,burst_time_dropout__s4__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.8765060240963856,0.8560896242735614,0.8594911926760332,burst_time_dropout,5,2026,burst_time_dropout__s5__seed2026
UT_HAR,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small__seed42,deep__MLP__small,deep,deep,MLP,MLP,False,42,1.0,small,0.9508032128514057,0.9313078470322516,0.934707533616938,smooth_gain_drift,1,2026,smooth_gain_drift__s1__seed2026
