dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash,timestamp,model_name,run_id,architecture_family,model_group,is_classical,train_seed,model_size,feature_dim,train_size,clean_accuracy,clean_macro_f1,clean_balanced_accuracy,train_time_sec,param_count,best_val_acc,model_params
UT_HAR,autocorrelation__knn__large__frac_1.00,autocorrelation__knn__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",knn,instance_based,large,"{'n_neighbors': 3, 'weights': 'distance'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:43:25+0000,autocorrelation__knn__large__frac_1.00,autocorrelation__knn__large__frac_1.00__seed3407,classical,instance_based,True,3407,large,32.0,3977.0,0.3755020080321285,0.2862051563955955,0.2861344924192681,0.0323920249938964,,,
UT_HAR,autocorrelation__knn__medium__frac_0.20,autocorrelation__knn__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",knn,instance_based,medium,"{'n_neighbors': 7, 'weights': 'distance'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:42:53+0000,autocorrelation__knn__medium__frac_0.20,autocorrelation__knn__medium__frac_0.20__seed3407,classical,instance_based,True,3407,medium,16.0,798.0,0.4116465863453815,0.3098475016059484,0.3096455061806128,0.0400102138519287,,,
UT_HAR,autocorrelation__knn__medium__frac_0.40,autocorrelation__knn__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",knn,instance_based,medium,"{'n_neighbors': 7, 'weights': 'distance'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:42:56+0000,autocorrelation__knn__medium__frac_0.40,autocorrelation__knn__medium__frac_0.40__seed3407,classical,instance_based,True,3407,medium,16.0,1593.0,0.4226907630522088,0.321930760519846,0.3213551252209399,0.0188157558441162,,,
UT_HAR,autocorrelation__knn__medium__frac_0.60,autocorrelation__knn__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",knn,instance_based,medium,"{'n_neighbors': 7, 'weights': 'distance'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:42:59+0000,autocorrelation__knn__medium__frac_0.60,autocorrelation__knn__medium__frac_0.60__seed3407,classical,instance_based,True,3407,medium,16.0,2389.0,0.4447791164658634,0.3355035811485644,0.3353629562312004,0.0231258869171142,,,
UT_HAR,autocorrelation__knn__medium__frac_0.80,autocorrelation__knn__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",knn,instance_based,medium,"{'n_neighbors': 7, 'weights': 'distance'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:43:03+0000,autocorrelation__knn__medium__frac_0.80,autocorrelation__knn__medium__frac_0.80__seed3407,classical,instance_based,True,3407,medium,16.0,3184.0,0.4447791164658634,0.3290010265161266,0.3287616523529509,0.0275783538818359,,,
UT_HAR,autocorrelation__knn__medium__frac_1.00,autocorrelation__knn__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",knn,instance_based,medium,"{'n_neighbors': 7, 'weights': 'distance'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:43:07+0000,autocorrelation__knn__medium__frac_1.00,autocorrelation__knn__medium__frac_1.00__seed3407,classical,instance_based,True,3407,medium,16.0,3977.0,0.4497991967871486,0.3276257977983237,0.3269071438825898,0.0299620628356933,,,
UT_HAR,autocorrelation__knn__small__frac_0.20,autocorrelation__knn__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",knn,instance_based,small,"{'n_neighbors': 11, 'weights': 'uniform'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:42:12+0000,autocorrelation__knn__small__frac_0.20,autocorrelation__knn__small__frac_0.20__seed3407,classical,instance_based,True,3407,small,8.0,798.0,0.4367469879518072,0.3210616796364967,0.3233070265473514,0.0474367141723632,,,
UT_HAR,autocorrelation__knn__small__frac_0.40,autocorrelation__knn__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",knn,instance_based,small,"{'n_neighbors': 11, 'weights': 'uniform'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:42:20+0000,autocorrelation__knn__small__frac_0.40,autocorrelation__knn__small__frac_0.40__seed3407,classical,instance_based,True,3407,small,8.0,1593.0,0.4578313253012048,0.3397795413326071,0.3398610584290723,0.0476670265197753,,,
UT_HAR,autocorrelation__knn__small__frac_0.60,autocorrelation__knn__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",knn,instance_based,small,"{'n_neighbors': 11, 'weights': 'uniform'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:42:28+0000,autocorrelation__knn__small__frac_0.60,autocorrelation__knn__small__frac_0.60__seed3407,classical,instance_based,True,3407,small,8.0,2389.0,0.4698795180722891,0.3433784986504487,0.343981099463261,0.0504004955291748,,,
UT_HAR,autocorrelation__knn__small__frac_0.80,autocorrelation__knn__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",knn,instance_based,small,"{'n_neighbors': 11, 'weights': 'uniform'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:42:36+0000,autocorrelation__knn__small__frac_0.80,autocorrelation__knn__small__frac_0.80__seed3407,classical,instance_based,True,3407,small,8.0,3184.0,0.4809236947791164,0.3498739494468244,0.3497970596901586,0.0603358745574951,,,
UT_HAR,autocorrelation__knn__small__frac_1.00,autocorrelation__knn__small,autocorrelation,small,"{'lags': 8, 'normalize': True}",knn,instance_based,small,"{'n_neighbors': 11, 'weights': 'uniform'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:42:45+0000,autocorrelation__knn__small__frac_1.00,autocorrelation__knn__small__frac_1.00__seed3407,classical,instance_based,True,3407,small,8.0,3977.0,0.4769076305220883,0.3285516569631623,0.3358039493086225,0.0607726573944091,,,
UT_HAR,autocorrelation__lda__large__frac_0.20,autocorrelation__lda__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",lda,linear_discriminant,large,"{'solver': 'eigen', 'shrinkage': 'auto'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:33:11+0000,autocorrelation__lda__large__frac_0.20,autocorrelation__lda__large__frac_0.20__seed3407,classical,linear_discriminant,True,3407,large,32.0,798.0,0.4457831325301205,0.3017978595581372,0.3179839212355269,0.0511794090270996,,,
UT_HAR,autocorrelation__lda__large__frac_0.40,autocorrelation__lda__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",lda,linear_discriminant,large,"{'solver': 'eigen', 'shrinkage': 'auto'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:33:12+0000,autocorrelation__lda__large__frac_0.40,autocorrelation__lda__large__frac_0.40__seed3407,classical,linear_discriminant,True,3407,large,32.0,1593.0,0.4688755020080321,0.3191255301914499,0.332686262446782,0.0210654735565185,,,
UT_HAR,autocorrelation__lda__large__frac_0.60,autocorrelation__lda__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",lda,linear_discriminant,large,"{'solver': 'eigen', 'shrinkage': 'auto'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:33:13+0000,autocorrelation__lda__large__frac_0.60,autocorrelation__lda__large__frac_0.60__seed3407,classical,linear_discriminant,True,3407,large,32.0,2389.0,0.4859437751004016,0.3395582965590513,0.3500712990021865,0.029923677444458,,,
UT_HAR,autocorrelation__lda__large__frac_0.80,autocorrelation__lda__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",lda,linear_discriminant,large,"{'solver': 'eigen', 'shrinkage': 'auto'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:33:14+0000,autocorrelation__lda__large__frac_0.80,autocorrelation__lda__large__frac_0.80__seed3407,classical,linear_discriminant,True,3407,large,32.0,3184.0,0.4809236947791164,0.3341118766419034,0.3426789870666452,0.0265724658966064,,,
UT_HAR,autocorrelation__lda__large__frac_1.00,autocorrelation__lda__large,autocorrelation,large,"{'lags': 32, 'normalize': True}",lda,linear_discriminant,large,"{'solver': 'eigen', 'shrinkage': 'auto'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:33:15+0000,autocorrelation__lda__large__frac_1.00,autocorrelation__lda__large__frac_1.00__seed3407,classical,linear_discriminant,True,3407,large,32.0,3977.0,0.4849397590361445,0.3359303770824727,0.3465914727405724,0.0268194675445556,,,
UT_HAR,autocorrelation__lda__medium__frac_0.20,autocorrelation__lda__medium,autocorrelation,medium,"{'lags': 16, 'normalize': True}",lda,linear_discriminant,medium,"{'solver': 'lsqr', 'shrinkage': 'auto'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:32:18+0000,autocorrelation__lda__medium__frac_0.20,autocorrelation__lda__medium__frac_0.20__seed3407,classical,linear_discriminant,True,3407,medium,16.0,798.0,0.4437751004016064,0.2959364909390397,0.313747844756893,0.2376840114593505,,,
